mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,Dataset
1.079193909962972,0.031601181956181494,0.05931607882181803,0.009042339574770639,0.46909356296798244,0.06348409107711134,14,32,3367,74,0.41583820140922967,"OrderedDict([('colsample_bytree', 0.46909356296798244), ('learning_rate', 0.06348409107711134), ('max_depth', 14), ('min_child_samples', 32), ('n_estimators', 3367), ('num_leaves', 74), ('subsample', 0.41583820140922967)])",0.8949771689497716,0.9088191330343797,0.915625,0.9064737673280504,0.008591033581279679,48,personality
0.5608709653218588,0.06520319982495851,0.05243865648905436,0.006790661197182404,0.8536495199979559,0.15419810914825097,5,95,4327,28,0.22447768445071767,"OrderedDict([('colsample_bytree', 0.8536495199979559), ('learning_rate', 0.15419810914825097), ('max_depth', 5), ('min_child_samples', 95), ('n_estimators', 4327), ('num_leaves', 28), ('subsample', 0.22447768445071767)])",0.8939393939393939,0.9004457652303121,0.9148264984227129,0.9030705525308064,0.008726775452743045,50,personality
0.10991024971008301,0.0011423481820392717,0.0052098433176676435,0.007367831077684421,0.5003492610710367,0.18870659816091614,2,44,980,79,0.239903248645489,"OrderedDict([('colsample_bytree', 0.5003492610710367), ('learning_rate', 0.18870659816091614), ('max_depth', 2), ('min_child_samples', 44), ('n_estimators', 980), ('num_leaves', 79), ('subsample', 0.239903248645489)])",0.9305135951661632,0.9258160237388724,0.9478527607361963,0.9347274598804106,0.009477057779880515,39,personality
0.5383575757344564,0.008149585516149456,0.03517397244771322,0.0054802142223765145,0.8311563895216271,0.002665303673177163,9,80,2639,32,0.7802204795522933,"OrderedDict([('colsample_bytree', 0.8311563895216271), ('learning_rate', 0.002665303673177163), ('max_depth', 9), ('min_child_samples', 80), ('n_estimators', 2639), ('num_leaves', 32), ('subsample', 0.7802204795522933)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
1.010756492614746,0.026687507313090962,0.11010098457336426,0.01275760409706267,0.8195980974464558,0.012163299704553493,8,72,4524,113,0.4817602652146139,"OrderedDict([('colsample_bytree', 0.8195980974464558), ('learning_rate', 0.012163299704553493), ('max_depth', 8), ('min_child_samples', 72), ('n_estimators', 4524), ('num_leaves', 113), ('subsample', 0.4817602652146139)])",0.9129129129129129,0.9244444444444444,0.9397217928902627,0.9256930500825401,0.010980232949550755,43,personality
0.5650413036346436,0.0,0.05298566818237305,0.007310286580517548,0.7606252161870115,0.21229156715543918,3,20,4012,68,0.5131220627357251,"OrderedDict([('colsample_bytree', 0.7606252161870115), ('learning_rate', 0.21229156715543918), ('max_depth', 3), ('min_child_samples', 20), ('n_estimators', 4012), ('num_leaves', 68), ('subsample', 0.5131220627357251)])",0.8973966309341501,0.908284023668639,0.9050632911392406,0.9035813152473432,0.004566619431401024,49,personality
0.5550669034322103,0.014980563443116145,0.041857639948527016,0.007492943035268714,0.6553714226520847,0.083305098637355,6,88,2983,97,0.6838997587333533,"OrderedDict([('colsample_bytree', 0.6553714226520847), ('learning_rate', 0.083305098637355), ('max_depth', 6), ('min_child_samples', 88), ('n_estimators', 2983), ('num_leaves', 97), ('subsample', 0.6838997587333533)])",0.9022556390977443,0.9107142857142857,0.9235569422776911,0.9121756223632403,0.008757397173901494,46,personality
0.3401452700297038,0.007367044336512219,0.031249523162841797,1.0115243642614567e-06,0.5890627609212813,0.1900966262835655,8,84,1654,27,0.6137000224110084,"OrderedDict([('colsample_bytree', 0.5890627609212813), ('learning_rate', 0.1900966262835655), ('max_depth', 8), ('min_child_samples', 84), ('n_estimators', 1654), ('num_leaves', 27), ('subsample', 0.6137000224110084)])",0.8995502248875562,0.907185628742515,0.9204368174726989,0.9090575570342567,0.008629041047590467,47,personality
0.676925261815389,0.01959187330844195,0.042084058125813804,0.007377335539447292,0.9599301876789355,0.054390652888685394,13,42,1936,47,0.10005494567740614,"OrderedDict([('colsample_bytree', 0.9599301876789355), ('learning_rate', 0.054390652888685394), ('max_depth', 13), ('min_child_samples', 42), ('n_estimators', 1936), ('num_leaves', 47), ('subsample', 0.10005494567740614)])",0.9099236641221374,0.913946587537092,0.9190031152647975,0.9142911223080089,0.003714667900747513,45,personality
0.46156907081604004,0.019446955934945647,0.030597368876139324,0.0013792018149675032,0.10326727652926891,0.10613634417744769,11,26,2914,56,0.38155537561116537,"OrderedDict([('colsample_bytree', 0.10326727652926891), ('learning_rate', 0.10613634417744769), ('max_depth', 11), ('min_child_samples', 26), ('n_estimators', 2914), ('num_leaves', 56), ('subsample', 0.38155537561116537)])",0.9351432880844646,0.9292035398230089,0.9428129829984544,0.9357199369686425,0.0055709741121960695,38,personality
0.14220762252807617,0.0,0.016663869222005207,0.0007238018784270869,0.15112820824160855,0.001,1,53,2276,22,0.1645377499972177,"OrderedDict([('colsample_bytree', 0.15112820824160855), ('learning_rate', 0.001), ('max_depth', 1), ('min_child_samples', 53), ('n_estimators', 2276), ('num_leaves', 22), ('subsample', 0.1645377499972177)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
0.1256406307220459,0.0,0.015637874603271484,0.0,0.17536047732039617,0.21775448000833292,1,72,1664,117,0.31214564751588214,"OrderedDict([('colsample_bytree', 0.17536047732039617), ('learning_rate', 0.21775448000833292), ('max_depth', 1), ('min_child_samples', 72), ('n_estimators', 1664), ('num_leaves', 117), ('subsample', 0.31214564751588214)])",0.9379727685325264,0.9319526627218935,0.9428129829984544,0.9375794714176248,0.004442420593386188,33,personality
0.057292938232421875,0.007365920420551928,0.009547074635823568,0.004298079415342959,0.5332216831676035,0.001,1,81,577,64,0.5840024213841561,"OrderedDict([('colsample_bytree', 0.5332216831676035), ('learning_rate', 0.001), ('max_depth', 1), ('min_child_samples', 81), ('n_estimators', 577), ('num_leaves', 64), ('subsample', 0.5840024213841561)])",0.9379727685325264,0.9335302806499262,0.9295774647887324,0.9336935046570617,0.0034293111839959556,40,personality
0.17227506637573242,0.0,0.013690710067749023,0.0016545166851436562,1.0,0.001,3,88,1078,127,0.43756178564476444,"OrderedDict([('colsample_bytree', 1.0), ('learning_rate', 0.001), ('max_depth', 3), ('min_child_samples', 88), ('n_estimators', 1078), ('num_leaves', 127), ('subsample', 0.43756178564476444)])",0.9379727685325264,0.9335302806499262,0.9460708782742681,0.9391913091522403,0.005191677835750324,18,personality
0.84501846631368,0.018354403708276495,0.04871590932210287,0.002595853827975045,1.0,0.001,15,61,3568,148,0.9488242597454632,"OrderedDict([('colsample_bytree', 1.0), ('learning_rate', 0.001), ('max_depth', 15), ('min_child_samples', 61), ('n_estimators', 3568), ('num_leaves', 148), ('subsample', 0.9488242597454632)])",0.9379727685325264,0.9335302806499262,0.9460708782742681,0.9391913091522403,0.005191677835750324,18,personality
0.007503509521484375,0.0,0.010422388712565104,0.0073697417348169165,0.1,0.001,14,57,93,141,0.1979964643915969,"OrderedDict([('colsample_bytree', 0.1), ('learning_rate', 0.001), ('max_depth', 14), ('min_child_samples', 57), ('n_estimators', 93), ('num_leaves', 141), ('subsample', 0.1979964643915969)])",0.9347496206373292,0.9351032448377581,0.9460708782742681,0.9386412479164519,0.005255525216957924,32,personality
0.04903324445088705,0.0015232433009817246,0.001077095667521159,0.0015232433009817246,0.3065506619585633,0.017190021204626257,1,31,415,116,0.40148337491376107,"OrderedDict([('colsample_bytree', 0.3065506619585633), ('learning_rate', 0.017190021204626257), ('max_depth', 1), ('min_child_samples', 31), ('n_estimators', 415), ('num_leaves', 116), ('subsample', 0.40148337491376107)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
0.010870138804117838,0.001220123166491375,0.0,0.0,0.8137557972610011,0.001,4,94,50,59,0.1,"OrderedDict([('colsample_bytree', 0.8137557972610011), ('learning_rate', 0.001), ('max_depth', 4), ('min_child_samples', 94), ('n_estimators', 50), ('num_leaves', 59), ('subsample', 0.1)])",0.9363636363636364,0.9191616766467066,0.9177215189873418,0.924415610665895,0.008468963024927155,44,personality
0.992005189259847,0.02648041368025604,0.07320300738016765,0.007559402558755613,0.9793334693774504,0.001,5,100,5000,150,1.0,"OrderedDict([('colsample_bytree', 0.9793334693774504), ('learning_rate', 0.001), ('max_depth', 5), ('min_child_samples', 100), ('n_estimators', 5000), ('num_leaves', 150), ('subsample', 1.0)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
0.842185894648234,0.04362574440976508,0.0381018320719401,0.008344576586292061,0.1,0.001,3,89,4104,149,1.0,"OrderedDict([('colsample_bytree', 0.1), ('learning_rate', 0.001), ('max_depth', 3), ('min_child_samples', 89), ('n_estimators', 4104), ('num_leaves', 149), ('subsample', 1.0)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
0.10476175944010417,0.007366369986936045,0.010416189829508463,0.007365358670948918,0.1,0.025928896829900055,1,78,921,73,1.0,"OrderedDict([('colsample_bytree', 0.1), ('learning_rate', 0.025928896829900055), ('max_depth', 1), ('min_child_samples', 78), ('n_estimators', 921), ('num_leaves', 73), ('subsample', 1.0)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
1.0058503150939941,0.03375772086536746,0.06089083353678385,0.003803151944889093,0.1,0.010537332976265051,5,12,4809,114,0.1,"OrderedDict([('colsample_bytree', 0.1), ('learning_rate', 0.010537332976265051), ('max_depth', 5), ('min_child_samples', 12), ('n_estimators', 4809), ('num_leaves', 114), ('subsample', 0.1)])",0.9337349397590361,0.930780559646539,0.9460708782742681,0.9368621258932811,0.006622332457829324,35,personality
0.08893847465515137,0.0073665947701281025,0.004002094268798828,0.005659815992830938,0.9891596223996231,0.002443206463290783,9,13,79,102,0.4977782955051221,"OrderedDict([('colsample_bytree', 0.9891596223996231), ('learning_rate', 0.002443206463290783), ('max_depth', 9), ('min_child_samples', 13), ('n_estimators', 79), ('num_leaves', 102), ('subsample', 0.4977782955051221)])",0.9317147192716236,0.9335302806499262,0.9431643625192012,0.9361364541469169,0.005024452729502841,37,personality
1.0060516198476155,0.026847381398336596,0.06590549151102702,0.013759378761944066,0.8209946657480999,0.001,15,90,4712,25,1.0,"OrderedDict([('colsample_bytree', 0.8209946657480999), ('learning_rate', 0.001), ('max_depth', 15), ('min_child_samples', 90), ('n_estimators', 4712), ('num_leaves', 25), ('subsample', 1.0)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
0.1908278465270996,0.006607172001646063,0.01041722297668457,0.007366089024022859,0.1,0.001,15,94,855,70,1.0,"OrderedDict([('colsample_bytree', 0.1), ('learning_rate', 0.001), ('max_depth', 15), ('min_child_samples', 94), ('n_estimators', 855), ('num_leaves', 70), ('subsample', 1.0)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
1.0778461297353108,0.015450472706113607,0.10945169130961101,0.0005281281097405094,0.8828963745227464,0.001,11,93,5000,150,0.838874247617765,"OrderedDict([('colsample_bytree', 0.8828963745227464), ('learning_rate', 0.001), ('max_depth', 11), ('min_child_samples', 93), ('n_estimators', 5000), ('num_leaves', 150), ('subsample', 0.838874247617765)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
0.0472712516784668,0.0,0.01563096046447754,0.0,0.5119867192789258,0.17402560874258144,10,70,143,93,0.3227110361002997,"OrderedDict([('colsample_bytree', 0.5119867192789258), ('learning_rate', 0.17402560874258144), ('max_depth', 10), ('min_child_samples', 70), ('n_estimators', 143), ('num_leaves', 93), ('subsample', 0.3227110361002997)])",0.9272727272727272,0.9260355029585798,0.9444444444444444,0.9325842248919173,0.008401638208369115,42,personality
0.3471345901489258,0.0,0.014511585235595703,0.0,0.387500763879421,0.019651210430274416,12,15,430,104,0.7897900151639672,"OrderedDict([('colsample_bytree', 0.387500763879421), ('learning_rate', 0.019651210430274416), ('max_depth', 12), ('min_child_samples', 15), ('n_estimators', 430), ('num_leaves', 104), ('subsample', 0.7897900151639672)])",0.9337349397590361,0.9337260677466863,0.9444444444444444,0.9373018173167221,0.0050506013762326675,34,personality
0.32086459795633954,0.006466927913705376,0.02124365170796712,0.00737648523057866,0.12864079480555635,0.0011030909680942713,3,42,2001,97,0.5652803687182874,"OrderedDict([('colsample_bytree', 0.12864079480555635), ('learning_rate', 0.0011030909680942713), ('max_depth', 3), ('min_child_samples', 42), ('n_estimators', 2001), ('num_leaves', 97), ('subsample', 0.5652803687182874)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
0.6008586088816324,0.0073712028255652935,0.03647057215372721,0.007368506908420573,0.18164120990067684,0.0012403712456634916,7,20,3029,123,0.9216995437578018,"OrderedDict([('colsample_bytree', 0.18164120990067684), ('learning_rate', 0.0012403712456634916), ('max_depth', 7), ('min_child_samples', 20), ('n_estimators', 3029), ('num_leaves', 123), ('subsample', 0.9216995437578018)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
0.2251714070638021,0.007371090433969265,0.015631993611653645,6.293929377626843e-06,0.8347784266164698,0.0015681006860997712,1,28,1971,150,1.0,"OrderedDict([('colsample_bytree', 0.8347784266164698), ('learning_rate', 0.0015681006860997712), ('max_depth', 1), ('min_child_samples', 28), ('n_estimators', 1971), ('num_leaves', 150), ('subsample', 1.0)])",0.9379727685325264,0.9335302806499262,0.9460708782742681,0.9391913091522403,0.005191677835750324,18,personality
0.010419209798177084,0.007367493902896335,0.005209604899088542,0.007367493902896334,0.1,0.08748031928826268,15,59,50,150,0.3784588915336946,"OrderedDict([('colsample_bytree', 0.1), ('learning_rate', 0.08748031928826268), ('max_depth', 15), ('min_child_samples', 59), ('n_estimators', 50), ('num_leaves', 150), ('subsample', 0.3784588915336946)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
0.4424951871236165,0.013678550141654481,0.030630111694335938,0.0011878473179044481,0.5443941920235927,0.001,1,55,5000,20,0.9182516461883679,"OrderedDict([('colsample_bytree', 0.5443941920235927), ('learning_rate', 0.001), ('max_depth', 1), ('min_child_samples', 55), ('n_estimators', 5000), ('num_leaves', 20), ('subsample', 0.9182516461883679)])",0.9379727685325264,0.9335302806499262,0.9460708782742681,0.9391913091522403,0.005191677835750324,18,personality
0.01562976837158203,0.0,0.0,0.0,0.1,0.033091731879165504,2,34,50,105,0.1,"OrderedDict([('colsample_bytree', 0.1), ('learning_rate', 0.033091731879165504), ('max_depth', 2), ('min_child_samples', 34), ('n_estimators', 50), ('num_leaves', 105), ('subsample', 0.1)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
0.0,0.0,0.015630722045898438,0.0,0.4148813439123793,0.17200355387337324,1,1,50,150,0.5429218936712777,"OrderedDict([('colsample_bytree', 0.4148813439123793), ('learning_rate', 0.17200355387337324), ('max_depth', 1), ('min_child_samples', 1), ('n_estimators', 50), ('num_leaves', 150), ('subsample', 0.5429218936712777)])",0.9379727685325264,0.9335302806499262,0.9460708782742681,0.9391913091522403,0.005191677835750324,18,personality
0.45023131370544434,0.0,0.03528451919555664,0.0,1.0,0.001,1,72,5000,20,0.5540978035616916,"OrderedDict([('colsample_bytree', 1.0), ('learning_rate', 0.001), ('max_depth', 1), ('min_child_samples', 72), ('n_estimators', 5000), ('num_leaves', 20), ('subsample', 0.5540978035616916)])",0.9379727685325264,0.9335302806499262,0.9460708782742681,0.9391913091522403,0.005191677835750324,18,personality
0.09935919443766277,0.007366145203743986,0.013420343399047852,0.0031192039645942457,0.6396724501986297,0.0012478019417378574,2,84,598,150,0.7457821832735176,"OrderedDict([('colsample_bytree', 0.6396724501986297), ('learning_rate', 0.0012478019417378574), ('max_depth', 2), ('min_child_samples', 84), ('n_estimators', 598), ('num_leaves', 150), ('subsample', 0.7457821832735176)])",0.9379727685325264,0.9335302806499262,0.9295774647887324,0.9336935046570617,0.0034293111839959556,40,personality
0.669142484664917,0.008125998763750654,0.05767122904459635,0.007339396003889073,0.5084940418756041,0.00821318505447891,4,79,3566,116,0.35939510641329797,"OrderedDict([('colsample_bytree', 0.5084940418756041), ('learning_rate', 0.00821318505447891), ('max_depth', 4), ('min_child_samples', 79), ('n_estimators', 3566), ('num_leaves', 116), ('subsample', 0.35939510641329797)])",0.9349470499243571,0.9292035398230089,0.9460708782742681,0.9367404893405448,0.0070018614340275395,36,personality
0.0024842421213785806,0.0020184884165762,0.0,0.0,0.1,0.3,1,10,50,41,0.8797108948169892,"OrderedDict([('colsample_bytree', 0.1), ('learning_rate', 0.3), ('max_depth', 1), ('min_child_samples', 10), ('n_estimators', 50), ('num_leaves', 41), ('subsample', 0.8797108948169892)])",0.9379727685325264,0.9351032448377581,0.9444444444444444,0.9391734859382431,0.003906899387773911,31,personality
0.8199508190155029,0.00737165239194941,0.09693328539530437,0.0019429135205542003,0.1,0.001,15,65,5000,80,0.1,"OrderedDict([('colsample_bytree', 0.1), ('learning_rate', 0.001), ('max_depth', 15), ('min_child_samples', 65), ('n_estimators', 5000), ('num_leaves', 80), ('subsample', 0.1)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
0.29586267471313477,0.00815190367811469,0.020225683848063152,0.00816910346386497,0.1,0.006418270530962612,15,89,1488,101,0.43338723380273314,"OrderedDict([('colsample_bytree', 0.1), ('learning_rate', 0.006418270530962612), ('max_depth', 15), ('min_child_samples', 89), ('n_estimators', 1488), ('num_leaves', 101), ('subsample', 0.43338723380273314)])",0.9365558912386707,0.9351032448377581,0.9460708782742681,0.9392433381168989,0.00486408770767188,16,personality
1.0561918417612712,0.01836660260324688,0.06404407819112141,0.0015688324686578688,0.48327597914873777,0.001,15,37,3099,86,0.6495053873540193,"OrderedDict([('colsample_bytree', 0.48327597914873777), ('learning_rate', 0.001), ('max_depth', 15), ('min_child_samples', 37), ('n_estimators', 3099), ('num_leaves', 86), ('subsample', 0.6495053873540193)])",0.9365558912386707,0.9351032448377581,0.9460708782742681,0.9392433381168989,0.00486408770767188,16,personality
0.2878158887227376,0.015321278581627773,0.021671772003173828,0.0068525213769399405,1.0,0.0027888969783329627,1,63,2688,96,0.17047402586240218,"OrderedDict([('colsample_bytree', 1.0), ('learning_rate', 0.0027888969783329627), ('max_depth', 1), ('min_child_samples', 63), ('n_estimators', 2688), ('num_leaves', 96), ('subsample', 0.17047402586240218)])",0.9379727685325264,0.9335302806499262,0.9460708782742681,0.9391913091522403,0.005191677835750324,18,personality
0.486614465713501,0.00018848070654071811,0.03674610455830892,0.007460835929944519,0.5069411845096056,0.001,1,94,5000,150,0.7630237881324398,"OrderedDict([('colsample_bytree', 0.5069411845096056), ('learning_rate', 0.001), ('max_depth', 1), ('min_child_samples', 94), ('n_estimators', 5000), ('num_leaves', 150), ('subsample', 0.7630237881324398)])",0.9379727685325264,0.9335302806499262,0.9460708782742681,0.9391913091522403,0.005191677835750324,18,personality
0.40264256795247394,0.007373225874293817,0.015633424123128254,4.945230225278233e-06,1.0,0.001,15,93,1514,150,1.0,"OrderedDict([('colsample_bytree', 1.0), ('learning_rate', 0.001), ('max_depth', 15), ('min_child_samples', 93), ('n_estimators', 1514), ('num_leaves', 150), ('subsample', 1.0)])",0.9379727685325264,0.9335302806499262,0.9460708782742681,0.9391913091522403,0.005191677835750324,18,personality
0.020839214324951172,0.0073665947701281025,0.0052089691162109375,0.0073665947701281025,0.1,0.01187830103358108,15,1,50,20,0.26948240677180696,"OrderedDict([('colsample_bytree', 0.1), ('learning_rate', 0.01187830103358108), ('max_depth', 15), ('min_child_samples', 1), ('n_estimators', 50), ('num_leaves', 20), ('subsample', 0.26948240677180696)])",0.9379727685325264,0.9351032448377581,0.9460708782742681,0.9397156305481843,0.00464402281099981,1,personality
0.36590123176574707,0.007370640867585148,0.020843664805094402,0.0073693487042673,0.6946756021779079,0.001,1,100,3457,150,0.1,"OrderedDict([('colsample_bytree', 0.6946756021779079), ('learning_rate', 0.001), ('max_depth', 1), ('min_child_samples', 100), ('n_estimators', 3457), ('num_leaves', 150), ('subsample', 0.1)])",0.9379727685325264,0.9335302806499262,0.9460708782742681,0.9391913091522403,0.005191677835750324,18,personality
