Dataset,Param_set,F1_score,colsample_bytree,learning_rate,max_depth,min_child_samples,n_estimators,num_leaves,subsample,Avg_F1
Machine,50,0.8870292887029289,0.6341389859975072,0.0013428326429756,11,94,4192,118,0.8549719605992826,0.9216126757929124
personality,51,0.8839390386869871,0.8904365334890646,0.2613990034157314,11,30,1732,139,0.7083329005048297,0.902690168819123
Heart,51,0.8874172185430463,0.8904365334890646,0.2613990034157314,11,30,1732,139,0.7083329005048297,0.902690168819123
Loan,51,0.97131931166348,0.8904365334890646,0.2613990034157314,11,30,1732,139,0.7083329005048297,0.902690168819123
Machine,51,0.8680851063829788,0.8904365334890646,0.2613990034157314,11,30,1732,139,0.7083329005048297,0.902690168819123
personality,52,0.903529411764706,0.7755885682822544,0.0015643933810778,12,90,166,81,0.9343920482048824,0.8240974023931946
Heart,52,0.8488372093023255,0.7755885682822544,0.0015643933810778,12,90,166,81,0.9343920482048824,0.8240974023931946
Loan,52,0.7540229885057471,0.7755885682822544,0.0015643933810778,12,90,166,81,0.9343920482048824,0.8240974023931946
Machine,52,0.79,0.7755885682822544,0.0015643933810778,12,90,166,81,0.9343920482048824,0.8240974023931946
personality,53,0.8928150765606596,0.8783896824374792,0.0103044788168523,9,1,2899,115,0.8196906658824482,0.9127111445145024
Heart,53,0.8990228013029316,0.8783896824374792,0.0103044788168523,9,1,2899,115,0.8196906658824482,0.9127111445145024
Loan,53,0.959847036328872,0.8783896824374792,0.0103044788168523,9,1,2899,115,0.8196906658824482,0.9127111445145024
Machine,53,0.8991596638655462,0.8783896824374792,0.0103044788168523,9,1,2899,115,0.8196906658824482,0.9127111445145024
personality,54,0.8836662749706228,0.8858383690800249,0.0431905718464681,12,1,3393,88,0.8446882984937409,0.9051409359038635
Heart,54,0.8844884488448845,0.8858383690800249,0.0431905718464681,12,1,3393,88,0.8446882984937409,0.9051409359038635
Loan,54,0.959847036328872,0.8858383690800249,0.0431905718464681,12,1,3393,88,0.8446882984937409,0.9051409359038635
Machine,54,0.8925619834710744,0.8858383690800249,0.0431905718464681,12,1,3393,88,0.8446882984937409,0.9051409359038635
personality,55,0.917728852838934,0.7678400249711159,0.0041082768239474,10,86,2794,48,0.6464290562027665,0.9235732939604367
Heart,55,0.9019607843137256,0.7678400249711159,0.0041082768239474,10,86,2794,48,0.6464290562027665,0.9235732939604367
Loan,55,0.9792060491493384,0.7678400249711159,0.0041082768239474,10,86,2794,48,0.6464290562027665,0.9235732939604367
Machine,55,0.895397489539749,0.7678400249711159,0.0041082768239474,10,86,2794,48,0.6464290562027665,0.9235732939604367
personality,56,0.9187935034802784,0.618401056808701,0.0012615085022632,13,62,3109,104,0.7893887083122263,0.9144740168957106
Heart,56,0.9166666666666666,0.618401056808701,0.0012615085022632,13,62,3109,104,0.7893887083122263,0.9144740168957106
Loan,56,0.9307692307692308,0.618401056808701,0.0012615085022632,13,62,3109,104,0.7893887083122263,0.9144740168957106
Machine,56,0.8916666666666667,0.618401056808701,0.0012615085022632,13,62,3109,104,0.7893887083122263,0.9144740168957106
personality,57,0.8860164512338425,0.669280747964006,0.0118769011449589,14,10,2899,115,0.9425959364753288,0.9117301897758918
Heart,57,0.8976897689768977,0.669280747964006,0.0118769011449589,14,10,2899,115,0.9425959364753288,0.9117301897758918
Loan,57,0.973384030418251,0.669280747964006,0.0118769011449589,14,10,2899,115,0.9425959364753288,0.9117301897758918
Machine,57,0.8898305084745762,0.669280747964006,0.0118769011449589,14,10,2899,115,0.9425959364753288,0.9117301897758918
personality,58,0.8904593639575972,0.8634774526475779,0.0025328433607942,14,2,4642,147,0.8545614389784044,0.9015784458622992
Heart,58,0.8701298701298701,0.8634774526475779,0.0025328433607942,14,2,4642,147,0.8545614389784044,0.9015784458622992
Loan,58,0.9465648854961832,0.8634774526475779,0.0025328433607942,14,2,4642,147,0.8545614389784044,0.9015784458622992
Machine,58,0.8991596638655462,0.8634774526475779,0.0025328433607942,14,2,4642,147,0.8545614389784044,0.9015784458622992
personality,59,0.8818713450292398,0.92037971787296,0.0475804005682486,10,33,4050,120,0.850375868040629,0.9069494737204357
Heart,59,0.8837209302325582,0.92037971787296,0.0475804005682486,10,33,4050,120,0.850375868040629,0.9069494737204357
Loan,59,0.9770992366412212,0.92037971787296,0.0475804005682486,10,33,4050,120,0.850375868040629,0.9069494737204357
Machine,59,0.8851063829787233,0.92037971787296,0.0475804005682486,10,33,4050,120,0.850375868040629,0.9069494737204357
personality,60,0.87953216374269,0.9281707375085072,0.0410966834758434,10,44,4430,31,0.6403112005509707,0.9030401764120979
Heart,60,0.8807947019867549,0.9281707375085072,0.0410966834758434,10,44,4430,31,0.6403112005509707,0.9030401764120979
Loan,60,0.9752380952380952,0.9281707375085072,0.0410966834758434,10,44,4430,31,0.6403112005509707,0.9030401764120979
Machine,60,0.8765957446808511,0.9281707375085072,0.0410966834758434,10,44,4430,31,0.6403112005509707,0.9030401764120979
personality,61,0.9187935034802784,0.6072887302606199,0.0017137468338839,10,87,2946,109,0.7275902521175045,0.920769914703205
Heart,61,0.912621359223301,0.6072887302606199,0.0017137468338839,10,87,2946,109,0.7275902521175045,0.920769914703205
Loan,61,0.9545454545454546,0.6072887302606199,0.0017137468338839,10,87,2946,109,0.7275902521175045,0.920769914703205
Machine,61,0.897119341563786,0.6072887302606199,0.0017137468338839,10,87,2946,109,0.7275902521175045,0.920769914703205
personality,62,0.9154113557358052,0.9379501243877818,0.0011419508356372,9,7,3317,77,0.8786948661456602,0.9180699830818262
Heart,62,0.8910891089108911,0.9379501243877818,0.0011419508356372,9,7,3317,77,0.8786948661456602,0.9180699830818262
Loan,62,0.9657794676806084,0.9379501243877818,0.0011419508356372,9,7,3317,77,0.8786948661456602,0.9180699830818262
Machine,62,0.9,0.9379501243877818,0.0011419508356372,9,7,3317,77,0.8786948661456602,0.9180699830818262
personality,63,0.8792497069167644,0.8515771387119535,0.1491435839728977,11,89,3398,120,0.9002459006563434,0.8951752583420227
Heart,63,0.8571428571428571,0.8515771387119535,0.1491435839728977,11,89,3398,120,0.9002459006563434,0.8951752583420227
Loan,63,0.981060606060606,0.8515771387119535,0.1491435839728977,11,89,3398,120,0.9002459006563434,0.8951752583420227
Machine,63,0.8632478632478633,0.8515771387119535,0.1491435839728977,11,89,3398,120,0.9002459006563434,0.8951752583420227
personality,64,0.8789659224441834,0.9227338957069056,0.2841851237520152,11,82,2193,56,0.695438743916136,0.8936032333210286
Heart,64,0.8666666666666667,0.9227338957069056,0.2841851237520152,11,82,2193,56,0.695438743916136,0.8936032333210286
Loan,64,0.9753320683111956,0.9227338957069056,0.2841851237520152,11,82,2193,56,0.695438743916136,0.8936032333210286
Machine,64,0.853448275862069,0.9227338957069056,0.2841851237520152,11,82,2193,56,0.695438743916136,0.8936032333210286
personality,65,0.8802816901408451,0.8719379119600983,0.0680524424663171,10,30,4002,81,0.7986244762732311,0.9082597944993295
Heart,65,0.8837209302325582,0.8719379119600983,0.0680524424663171,10,30,4002,81,0.7986244762732311,0.9082597944993295
Loan,65,0.9792060491493384,0.8719379119600983,0.0680524424663171,10,30,4002,81,0.7986244762732311,0.9082597944993295
Machine,65,0.8898305084745762,0.8719379119600983,0.0680524424663171,10,30,4002,81,0.7986244762732311,0.9082597944993295
personality,66,0.9187935034802784,0.7558472344876814,0.0054610784698771,10,49,445,95,0.7419620761850882,0.9217369390949675
Heart,66,0.907936507936508,0.7558472344876814,0.0054610784698771,10,49,445,95,0.7419620761850882,0.9217369390949675
Loan,66,0.950381679389313,0.7558472344876814,0.0054610784698771,10,49,445,95,0.7419620761850882,0.9217369390949675
Machine,66,0.9098360655737704,0.7558472344876814,0.0054610784698771,10,49,445,95,0.7419620761850882,0.9217369390949675
personality,67,0.8888888888888888,0.9827203540505826,0.0474723919628083,11,83,3627,130,0.6333137644781038,0.8985333364749495
Heart,67,0.8704318936877077,0.9827203540505826,0.0474723919628083,11,83,3627,130,0.6333137644781038,0.8985333364749495
Loan,67,0.9752380952380952,0.9827203540505826,0.0474723919628083,11,83,3627,130,0.6333137644781038,0.8985333364749495
Machine,67,0.8595744680851064,0.9827203540505826,0.0474723919628083,11,83,3627,130,0.6333137644781038,0.8985333364749495
personality,68,0.9004629629629629,0.6366816589033925,0.0310684239137305,11,85,3686,76,0.6453858408069791,0.9042662302592634
Heart,68,0.8704318936877077,0.6366816589033925,0.0310684239137305,11,85,3686,76,0.6453858408069791,0.9042662302592634
Loan,68,0.98292220113852,0.6366816589033925,0.0310684239137305,11,85,3686,76,0.6453858408069791,0.9042662302592634
Machine,68,0.8632478632478633,0.6366816589033925,0.0310684239137305,11,85,3686,76,0.6453858408069791,0.9042662302592634
personality,69,0.876905041031653,0.972371642274917,0.259018595858543,13,95,4779,94,0.6468268065710423,0.8902182405035319
Heart,69,0.8533333333333334,0.972371642274917,0.259018595858543,13,95,4779,94,0.6468268065710423,0.8902182405035319
Loan,69,0.9771863117870724,0.972371642274917,0.259018595858543,13,95,4779,94,0.6468268065710423,0.8902182405035319
Machine,69,0.853448275862069,0.972371642274917,0.259018595858543,13,95,4779,94,0.6468268065710423,0.8902182405035319
personality,70,0.8826291079812206,0.6571966728211344,0.0769757929731257,11,17,3374,26,0.7704365900187764,0.9067068973851278
Heart,70,0.8874172185430463,0.6571966728211344,0.0769757929731257,11,17,3374,26,0.7704365900187764,0.9067068973851278
Loan,70,0.9754253308128544,0.6571966728211344,0.0769757929731257,11,17,3374,26,0.7704365900187764,0.9067068973851278
Machine,70,0.8813559322033898,0.6571966728211344,0.0769757929731257,11,17,3374,26,0.7704365900187764,0.9067068973851278
personality,71,0.9187935034802784,0.6890305670284123,0.0096062550669735,10,66,1590,48,0.6339350856340767,0.9220345806869246
Heart,71,0.9013157894736842,0.6890305670284123,0.0096062550669735,10,66,1590,48,0.6339350856340767,0.9220345806869246
Loan,71,0.9772727272727272,0.6890305670284123,0.0096062550669735,10,66,1590,48,0.6339350856340767,0.9220345806869246
Machine,71,0.8907563025210085,0.6890305670284123,0.0096062550669735,10,66,1590,48,0.6339350856340767,0.9220345806869246
personality,72,0.9187935034802784,0.9946558314004702,0.0084550103426598,8,86,549,90,0.9944004255291484,0.9249177287043976
Heart,72,0.9131832797427653,0.9946558314004702,0.0084550103426598,8,86,549,90,0.9944004255291484,0.9249177287043976
Loan,72,0.9714285714285714,0.9946558314004702,0.0084550103426598,8,86,549,90,0.9944004255291484,0.9249177287043976
Machine,72,0.8962655601659751,0.9946558314004702,0.0084550103426598,8,86,549,90,0.9944004255291484,0.9249177287043976
personality,73,0.892271662763466,0.9013512741035766,0.0085514668520133,14,19,2973,110,0.6994896617721151,0.909532496973559
Heart,73,0.8940397350993378,0.9013512741035766,0.0085514668520133,14,19,2973,110,0.6994896617721151,0.909532496973559
Loan,73,0.9694656488549618,0.9013512741035766,0.0085514668520133,14,19,2973,110,0.6994896617721151,0.909532496973559
Machine,73,0.8823529411764706,0.9013512741035766,0.0085514668520133,14,19,2973,110,0.6994896617721151,0.909532496973559
personality,74,0.8873239436619719,0.7321010116076394,0.0119176300036804,12,13,4899,145,0.6225213102727349,0.9131111930501304
Heart,74,0.8933333333333333,0.7321010116076394,0.0119176300036804,12,13,4899,145,0.6225213102727349,0.9131111930501304
Loan,74,0.9772727272727272,0.7321010116076394,0.0119176300036804,12,13,4899,145,0.6225213102727349,0.9131111930501304
Machine,74,0.8945147679324894,0.7321010116076394,0.0119176300036804,12,13,4899,145,0.6225213102727349,0.9131111930501304
personality,75,0.917728852838934,0.6475271665072287,0.0019549099806607,8,39,3122,111,0.9848690193898167,0.9259569471839116
Heart,75,0.9019607843137256,0.6475271665072287,0.0019549099806607,8,39,3122,111,0.9848690193898167,0.9259569471839116
Loan,75,0.9773584905660376,0.6475271665072287,0.0019549099806607,8,39,3122,111,0.9848690193898167,0.9259569471839116
Machine,75,0.9067796610169492,0.6475271665072287,0.0019549099806607,8,39,3122,111,0.9848690193898167,0.9259569471839116
personality,76,0.9187935034802784,0.7499482318094817,0.0051020355652084,8,38,183,77,0.6048617898759265,0.9124206389956057
Heart,76,0.8840125391849529,0.7499482318094817,0.0051020355652084,8,38,183,77,0.6048617898759265,0.9124206389956057
Loan,76,0.9485714285714286,0.7499482318094817,0.0051020355652084,8,38,183,77,0.6048617898759265,0.9124206389956057
Machine,76,0.8983050847457628,0.7499482318094817,0.0051020355652084,8,38,183,77,0.6048617898759265,0.9124206389956057
personality,77,0.9187935034802784,0.9879515306830556,0.0012791230799921,12,80,2983,39,0.6301738188359077,0.9247755825243892
Heart,77,0.9201277955271564,0.9879515306830556,0.0012791230799921,12,80,2983,39,0.6301738188359077,0.9247755825243892
Loan,77,0.9676190476190476,0.9879515306830556,0.0012791230799921,12,80,2983,39,0.6301738188359077,0.9247755825243892
Machine,77,0.8925619834710744,0.9879515306830556,0.0012791230799921,12,80,2983,39,0.6301738188359077,0.9247755825243892
personality,78,0.9095127610208816,0.6664861727637011,0.0034439944755818,14,31,3634,136,0.8787700223455259,0.9164425823376476
Heart,78,0.8881578947368421,0.6664861727637011,0.0034439944755818,14,31,3634,136,0.8787700223455259,0.9164425823376476
Loan,78,0.9735849056603774,0.6664861727637011,0.0034439944755818,14,31,3634,136,0.8787700223455259,0.9164425823376476
Machine,78,0.8945147679324894,0.6664861727637011,0.0034439944755818,14,31,3634,136,0.8787700223455259,0.9164425823376476
personality,79,0.8849765258215962,0.753680732551688,0.0669711606083384,10,12,1403,35,0.9561055135563664,0.9056649080639865
Heart,79,0.882943143812709,0.753680732551688,0.0669711606083384,10,12,1403,35,0.9561055135563664,0.9056649080639865
Loan,79,0.973384030418251,0.753680732551688,0.0669711606083384,10,12,1403,35,0.9561055135563664,0.9056649080639865
Machine,79,0.8813559322033898,0.753680732551688,0.0669711606083384,10,12,1403,35,0.9561055135563664,0.9056649080639865
personality,80,0.8987194412107101,0.7822627011142852,0.0343671595208016,9,92,4235,79,0.8334624447403488,0.9090893307871228
Heart,80,0.8807947019867549,0.7822627011142852,0.0343671595208016,9,92,4235,79,0.8334624447403488,0.9090893307871228
Loan,80,0.9792060491493384,0.7822627011142852,0.0343671595208016,9,92,4235,79,0.8334624447403488,0.9090893307871228
Machine,80,0.8776371308016878,0.7822627011142852,0.0343671595208016,9,92,4235,79,0.8334624447403488,0.9090893307871228
personality,81,0.8789659224441834,0.6310938547859939,0.259235269898982,10,63,2558,65,0.6304801518396652,0.8959533501368688
Heart,81,0.8704318936877077,0.6310938547859939,0.259235269898982,10,63,2558,65,0.6304801518396652,0.8959533501368688
Loan,81,0.9772727272727272,0.6310938547859939,0.259235269898982,10,63,2558,65,0.6304801518396652,0.8959533501368688
Machine,81,0.8571428571428571,0.6310938547859939,0.259235269898982,10,63,2558,65,0.6304801518396652,0.8959533501368688
personality,82,0.9052631578947368,0.9762127308541534,0.0107662749202883,12,47,1994,29,0.9730913933416052,0.9139665751037379
Heart,82,0.8741721854304636,0.9762127308541534,0.0107662749202883,12,47,1994,29,0.9730913933416052,0.9139665751037379
Loan,82,0.9751434034416826,0.9762127308541534,0.0107662749202883,12,47,1994,29,0.9730913933416052,0.9139665751037379
Machine,82,0.9012875536480688,0.9762127308541534,0.0107662749202883,12,47,1994,29,0.9730913933416052,0.9139665751037379
personality,83,0.9166666666666666,0.9464255558001632,0.0012942319858208,14,33,4519,84,0.7921480327465419,0.9244318695220024
Heart,83,0.9019607843137256,0.9464255558001632,0.0012942319858208,14,33,4519,84,0.7921480327465419,0.9244318695220024
Loan,83,0.9715370018975332,0.9464255558001632,0.0012942319858208,14,33,4519,84,0.7921480327465419,0.9244318695220024
Machine,83,0.907563025210084,0.9464255558001632,0.0012942319858208,14,33,4519,84,0.7921480327465419,0.9244318695220024
personality,84,0.9067599067599068,0.9941144202662018,0.0085748811616139,9,63,3975,78,0.9368475692542836,0.907230539469433
Heart,84,0.8807947019867549,0.9941144202662018,0.0085748811616139,9,63,3975,78,0.9368475692542836,0.907230539469433
Loan,84,0.9732824427480916,0.9941144202662018,0.0085748811616139,9,63,3975,78,0.9368475692542836,0.907230539469433
Machine,84,0.8680851063829788,0.9941144202662018,0.0085748811616139,9,63,3975,78,0.9368475692542836,0.907230539469433
personality,85,0.8930232558139535,0.9353314818844553,0.0144880450613529,10,1,454,74,0.9458889505020212,0.9082822979548002
Heart,85,0.8802588996763754,0.9353314818844553,0.0144880450613529,10,1,454,74,0.9458889505020212,0.9082822979548002
Loan,85,0.959847036328872,0.9353314818844553,0.0144880450613529,10,1,454,74,0.9458889505020212,0.9082822979548002
Machine,85,0.9,0.9353314818844553,0.0144880450613529,10,1,454,74,0.9458889505020212,0.9082822979548002
personality,86,0.8899297423887588,0.925160403652031,0.2995172897169678,13,3,1510,42,0.9075949660722042,0.912974775332382
Heart,86,0.8866666666666667,0.925160403652031,0.2995172897169678,13,3,1510,42,0.9075949660722042,0.912974775332382
Loan,86,0.9715370018975332,0.925160403652031,0.2995172897169678,13,3,1510,42,0.9075949660722042,0.912974775332382
Machine,86,0.9037656903765692,0.925160403652031,0.2995172897169678,13,3,1510,42,0.9075949660722042,0.912974775332382
personality,87,0.8909730363423212,0.9779062919529712,0.1272563933472662,8,85,2098,70,0.7098927188103635,0.9004447011239077
Heart,87,0.8666666666666667,0.9779062919529712,0.1272563933472662,8,85,2098,70,0.7098927188103635,0.9004447011239077
Loan,87,0.9771863117870724,0.9779062919529712,0.1272563933472662,8,85,2098,70,0.7098927188103635,0.9004447011239077
Machine,87,0.8669527896995708,0.9779062919529712,0.1272563933472662,8,85,2098,70,0.7098927188103635,0.9004447011239077
personality,88,0.8914819136522754,0.6828910596032226,0.1497818125328169,9,92,1624,137,0.9325485960250004,0.8994308003661898
Heart,88,0.8637873754152824,0.6828910596032226,0.1497818125328169,9,92,1624,137,0.9325485960250004,0.8994308003661898
Loan,88,0.9792060491493384,0.6828910596032226,0.1497818125328169,9,92,1624,137,0.9325485960250004,0.8994308003661898
Machine,88,0.8632478632478633,0.6828910596032226,0.1497818125328169,9,92,1624,137,0.9325485960250004,0.8994308003661898
personality,89,0.8878504672897196,0.7231108959084198,0.1052655967326671,11,5,3087,76,0.8359823588550545,0.9116676415599732
Heart,89,0.8918032786885246,0.7231108959084198,0.1052655967326671,11,5,3087,76,0.8359823588550545,0.9116676415599732
Loan,89,0.9771863117870724,0.7231108959084198,0.1052655967326671,11,5,3087,76,0.8359823588550545,0.9116676415599732
Machine,89,0.8898305084745762,0.7231108959084198,0.1052655967326671,11,5,3087,76,0.8359823588550545,0.9116676415599732
personality,90,0.9111880046136102,0.79201838680739,0.0110082457357002,12,85,4031,85,0.9220178670077448,0.917501140095391
Heart,90,0.8859934853420195,0.79201838680739,0.0110082457357002,12,85,4031,85,0.9220178670077448,0.917501140095391
Loan,90,0.9792060491493384,0.79201838680739,0.0110082457357002,12,85,4031,85,0.9220178670077448,0.917501140095391
Machine,90,0.8936170212765957,0.79201838680739,0.0110082457357002,12,85,4031,85,0.9220178670077448,0.917501140095391
personality,91,0.8930669800235017,0.9612604234706504,0.0338093686576311,9,38,1379,117,0.854657728648913,0.9100058628825227
Heart,91,0.8874172185430463,0.9612604234706504,0.0338093686576311,9,38,1379,117,0.854657728648913,0.9100058628825227
Loan,91,0.9771863117870724,0.9612604234706504,0.0338093686576311,9,38,1379,117,0.854657728648913,0.9100058628825227
Machine,91,0.8823529411764706,0.9612604234706504,0.0338093686576311,9,38,1379,117,0.854657728648913,0.9100058628825227
personality,92,0.917728852838934,0.8219262434168902,0.0016804407867983,9,52,4394,98,0.7586171129285081,0.926283128613044
Heart,92,0.906148867313916,0.8219262434168902,0.0016804407867983,9,52,4394,98,0.7586171129285081,0.926283128613044
Loan,92,0.9791271347248576,0.8219262434168902,0.0016804407867983,9,52,4394,98,0.7586171129285081,0.926283128613044
Machine,92,0.902127659574468,0.8219262434168902,0.0016804407867983,9,52,4394,98,0.7586171129285081,0.926283128613044
personality,93,0.895662368112544,0.8488346800911494,0.1368294156464966,12,29,187,93,0.907567096526159,0.9116439815468499
Heart,93,0.8940397350993378,0.8488346800911494,0.1368294156464966,12,29,187,93,0.907567096526159,0.9116439815468499
Loan,93,0.975517890772128,0.8488346800911494,0.1368294156464966,12,29,187,93,0.907567096526159,0.9116439815468499
Machine,93,0.8813559322033898,0.8488346800911494,0.1368294156464966,12,29,187,93,0.907567096526159,0.9116439815468499
personality,94,0.9187935034802784,0.6264943911407463,0.0012989843470089,13,53,4350,145,0.8533603417266903,0.9252852849118983
Heart,94,0.9096774193548388,0.6264943911407463,0.0012989843470089,13,53,4350,145,0.8533603417266903,0.9252852849118983
Loan,94,0.9772727272727272,0.6264943911407463,0.0012989843470089,13,53,4350,145,0.8533603417266903,0.9252852849118983
Machine,94,0.895397489539749,0.6264943911407463,0.0012989843470089,13,53,4350,145,0.8533603417266903,0.9252852849118983
personality,95,0.917728852838934,0.6960582475112772,0.0015414259373152,8,23,3495,27,0.6720269089397194,0.924517138615851
Heart,95,0.9019607843137256,0.6960582475112772,0.0015414259373152,8,23,3495,27,0.6720269089397194,0.924517138615851
Loan,95,0.9754253308128544,0.6960582475112772,0.0015414259373152,8,23,3495,27,0.6720269089397194,0.924517138615851
Machine,95,0.9029535864978904,0.6960582475112772,0.0015414259373152,8,23,3495,27,0.6720269089397194,0.924517138615851
personality,96,0.8857479387514723,0.8786005864908315,0.0104648918348442,10,27,4238,80,0.6769156075234684,0.9086917325606492
Heart,96,0.8859060402684564,0.8786005864908315,0.0104648918348442,10,27,4238,80,0.6769156075234684,0.9086917325606492
Loan,96,0.9732824427480916,0.8786005864908315,0.0104648918348442,10,27,4238,80,0.6769156075234684,0.9086917325606492
Machine,96,0.8898305084745762,0.8786005864908315,0.0104648918348442,10,27,4238,80,0.6769156075234684,0.9086917325606492
personality,97,0.9189814814814816,0.6163474465065916,0.0026210338838902,11,42,3950,41,0.6354810135028223,0.9196538516800274
Heart,97,0.9013157894736842,0.6163474465065916,0.0026210338838902,11,42,3950,41,0.6354810135028223,0.9196538516800274
Loan,97,0.956190476190476,0.6163474465065916,0.0026210338838902,11,42,3950,41,0.6354810135028223,0.9196538516800274
Machine,97,0.902127659574468,0.6163474465065916,0.0026210338838902,11,42,3950,41,0.6354810135028223,0.9196538516800274
personality,98,0.9046511627906976,0.6482543484402403,0.0138485683879353,9,46,2643,97,0.7320398053240622,0.9100610072259432
Heart,98,0.8778877887788779,0.6482543484402403,0.0138485683879353,9,46,2643,97,0.7320398053240622,0.9100610072259432
Loan,98,0.9735849056603774,0.6482543484402403,0.0138485683879353,9,46,2643,97,0.7320398053240622,0.9100610072259432
Machine,98,0.8841201716738197,0.6482543484402403,0.0138485683879353,9,46,2643,97,0.7320398053240622,0.9100610072259432
personality,99,0.9187935034802784,0.7286331058720116,0.0016928363374007,14,86,2336,75,0.9494314496427108,0.9241315951952349
Heart,99,0.9166666666666666,0.7286331058720116,0.0016928363374007,14,86,2336,75,0.9494314496427108,0.9241315951952349
Loan,99,0.9639468690702088,0.7286331058720116,0.0016928363374007,14,86,2336,75,0.9494314496427108,0.9241315951952349
Machine,99,0.897119341563786,0.7286331058720116,0.0016928363374007,14,86,2336,75,0.9494314496427108,0.9241315951952349
personality,100,0.9187935034802784,0.9683489602127252,0.0014167639988913,9,36,2105,132,0.8389112329021722,0.9217993203862803
Heart,100,0.896774193548387,0.9683489602127252,0.0014167639988913,9,36,2105,132,0.8389112329021722,0.9217993203862803
Loan,100,0.9678638941398866,0.9683489602127252,0.0014167639988913,9,36,2105,132,0.8389112329021722,0.9217993203862803
Machine,100,0.9037656903765692,0.9683489602127252,0.0014167639988913,9,36,2105,132,0.8389112329021722,0.9217993203862803
